xG,xGA,Poss,Touches,Press,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xA_Expected,Att_Passes,Cmp_percent_Passes,Prog_Passes,Prog_Carries,Succ_Dribbles,Att_Dribbles,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Att_Short,Cmp_percent_Short,Att_Medium,Cmp_percent_Medium,Att_Long,Cmp_percent_Long,PPA,CrsPA,Live_Pass_Types,Dead_Pass_Types,FK_Pass_Types,TB_Pass_Types,Press_Pass_Types,Sw_Pass_Types,Crs_Pass_Types,CK_Pass_Types,Int_Outcomes,Blocks_Outcomes,Tkl_Tackles,TklW_Tackles,Def.3rd_Tackles,Mid.3rd_Tackles,Att.3rd_Tackles,Att_Vs_Dribbles,Tkl_percent_Vs_Dribbles,Past_Vs_Dribbles,Press_Pressures,Succ_Pressures,Def.3rd_Pressures,Mid.3rd_Pressures,Att.3rd_Pressures,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Tkl.Int,Clr,Err,Touches_Touches,Def.Pen_Touches,Def.3rd_Touches,Mid.3rd_Touches,Att.3rd_Touches,Att.Pen_Touches,Succ_percent_Dribbles,PrgDist_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,Won_percent_Aerial_Duels,Recov,Saves_Shot_Stopping,SoTA_Shot_Stopping,Att_Goal_Kicks,Save_percent_Shot_Stopping,Stp_percent_Crosses,SoT,GCA_SCA,Prog,TotDist_Carries,PSxG_Shot_Stopping,Opp_Crosses,AvgDist_Sweeper,Player_NumOPA_Sweeper,formation_class,win_nowin
1.8,0.3,65,869,111,17,16,11,1.8,1.8,1.2,747,88.1,53,70,8,18,88.1,12338,3450,333,93.7,279,87.1,120,78.3,8,0,696,51,15,0,90,31,14,4,16,7,17,8,6,5,6,12,58.3,5,111,23,27,50,34,1,0,10,33,24,0,869,80,278,460,194,23,44.4,1873,21,3,13,14,9,18,0,14,8,0,0,62.5,82,4,4,9,100.0,0.0,9,4,53,3103,0.3,7,17.5,0,433,1
1.3,1.1,69,834,143,12,10,8,1.3,1.3,1.1,720,86.5,53,64,8,15,86.5,11772,3531,259,90.3,343,89.8,100,73.0,8,2,662,58,20,3,63,14,11,5,17,13,12,10,8,4,0,9,11.1,8,143,48,38,65,40,1,0,7,22,15,1,834,56,233,453,206,22,53.3,1657,18,7,11,12,11,21,0,11,10,0,0,50.0,95,0,2,6,0.0,11.1,3,2,53,3011,1.1,9,20.8,1,4141,0
0.6,1.3,39,569,173,22,18,16,0.6,0.6,0.6,450,82.4,22,23,13,16,82.4,7129,2375,176,88.6,182,86.3,78,64.1,8,2,408,42,12,2,109,11,6,1,11,8,22,10,19,3,0,26,30.8,18,173,34,74,71,28,5,1,11,40,21,0,569,96,302,236,67,16,81.3,697,7,1,8,17,14,13,1,6,10,0,0,80.0,70,4,4,6,100.0,0.0,5,4,22,1589,1.3,12,11.7,0,4312,1
1.6,0.4,57,775,131,12,12,19,1.6,1.6,1.4,664,86.1,28,54,4,11,86.1,9761,2636,309,90.3,235,89.8,92,70.7,4,0,624,40,16,0,106,15,4,1,7,14,12,6,5,5,2,11,27.3,8,131,36,28,79,24,1,0,18,24,19,0,775,52,205,445,180,20,36.4,1617,15,5,9,15,8,16,4,4,6,0,0,35.3,96,1,2,6,50.0,25.0,3,3,28,2579,0.6,4,13.4,2,4141,1
1.6,0.7,72,881,205,24,5,15,1.6,1.6,1.3,759,84.2,64,99,12,23,84.2,11491,3653,328,89.6,292,86.0,113,71.7,11,2,712,47,11,5,103,21,16,9,16,23,24,16,15,7,2,29,44.8,16,205,63,87,63,55,3,1,12,29,11,1,881,57,199,405,336,33,52.2,2043,30,6,11,14,11,10,3,16,16,0,0,46.2,118,2,3,5,66.7,0.0,5,0,64,3026,0.5,9,20.7,2,4141,0
2.4,1.0,63,864,139,20,12,14,2.4,1.6,1.6,741,88.1,47,65,16,18,88.1,11467,3409,334,92.2,280,91.8,99,73.7,11,1,701,40,14,0,155,19,11,4,14,8,20,13,10,6,4,20,40.0,12,139,36,54,62,23,4,0,10,32,17,0,864,64,232,422,258,28,88.9,1609,13,9,15,23,5,17,2,11,13,1,0,44.7,94,1,2,7,50.0,0.0,2,4,47,2866,0.9,6,9.2,0,433,1
0.7,0.4,65,918,161,10,18,13,0.7,0.7,0.6,807,87.2,56,93,8,10,87.2,12209,3654,381,91.1,302,89.1,103,73.8,8,1,765,42,13,0,109,16,12,4,22,11,10,6,7,0,3,9,33.3,6,161,51,43,64,54,2,0,11,28,23,0,918,54,178,500,306,23,80.0,1969,20,4,11,14,10,11,3,12,6,0,0,45.8,97,0,0,6,66.7,0.0,5,2,56,3045,0.0,4,19.0,1,433,1
1.1,0.2,71,926,128,19,11,13,1.1,1.1,1.0,788,83.9,65,77,22,30,83.9,12243,3784,319,87.5,320,89.7,120,69.2,11,1,731,57,12,3,116,16,15,7,34,18,19,12,8,9,2,15,53.3,7,128,43,38,55,35,1,0,12,30,23,1,926,69,262,453,280,28,73.3,1802,17,7,16,25,9,14,5,15,12,0,0,48.4,129,2,2,9,100.0,0.0,6,0,65,3238,0.3,5,18.0,1,433,0
1.7,0.6,65,861,177,20,9,8,1.7,1.7,1.6,733,85.4,53,66,18,25,85.4,11748,3434,293,87.4,323,88.9,102,77.5,15,1,682,51,13,3,81,18,4,8,20,18,20,12,8,10,2,12,50.0,6,177,67,44,92,41,1,0,7,29,32,0,861,61,227,472,220,27,72.0,1623,19,3,10,20,9,16,5,4,12,0,0,72.7,103,1,2,6,50.0,14.3,6,4,53,2853,0.4,7,14.8,0,433,1
0.7,1.6,63,812,116,16,13,15,0.7,0.7,0.7,681,85.8,47,73,6,18,85.8,11411,3424,266,90.2,256,87.9,130,76.2,18,4,627,54,14,1,103,32,27,6,14,10,16,9,7,7,2,13,23.1,10,116,54,37,44,35,3,0,12,29,16,0,812,63,212,363,298,41,33.3,1655,27,4,8,31,17,14,0,27,9,0,0,52.2,99,3,5,9,60.0,18.2,1,0,47,2757,1.6,11,15.0,1,433,0
0.7,1.7,68,869,190,15,6,15,0.7,0.7,0.7,775,86.7,62,74,11,14,86.7,12178,3337,334,92.2,301,91.7,120,65.8,18,2,733,42,7,0,116,22,23,7,4,15,15,10,3,11,1,13,46.2,7,190,52,45,66,79,3,0,12,21,11,0,869,48,206,372,364,37,78.6,1978,20,8,15,9,6,10,6,23,10,0,0,44.4,98,3,7,3,42.9,0.0,6,0,62,3494,2.6,4,20.5,1,4141,0
2.9,0.3,64,871,259,30,8,14,2.9,2.1,2.0,767,87.5,65,82,26,32,87.5,11763,4000,324,91.4,325,90.8,89,77.5,16,1,727,40,5,1,200,7,12,11,14,23,30,23,10,16,4,16,50.0,8,259,100,66,111,82,2,0,12,38,9,0,871,50,233,431,269,43,81.3,1868,25,10,8,14,10,10,2,12,23,1,0,58.3,93,2,2,5,100.0,14.3,6,10,65,3033,0.3,7,14.4,0,4141,1
0.9,3.1,44,652,251,25,5,13,0.9,0.9,0.7,560,87.7,36,57,8,9,87.7,9267,2430,223,91.0,227,93.0,92,76.1,14,2,524,36,10,0,159,18,7,2,9,10,25,19,15,9,1,14,35.7,9,251,49,77,107,67,1,0,12,30,11,1,652,71,216,306,177,31,88.9,1280,13,8,12,8,16,13,1,7,19,0,1,37.5,59,3,8,5,37.5,20.0,5,0,36,2608,4.2,5,11.7,0,4141,0
0.6,0.5,47,651,325,27,13,19,0.6,0.6,0.4,530,79.8,16,67,9,11,79.8,7830,2560,229,91.7,168,81.5,102,63.7,5,1,487,43,14,1,72,25,9,2,10,20,27,20,20,5,2,16,18.8,13,325,101,132,140,53,4,0,15,40,11,0,651,59,222,298,179,19,81.8,1258,23,5,13,22,8,14,1,9,20,0,0,50.0,101,0,0,8,66.7,33.3,1,2,16,2404,0.0,9,14.4,0,433,1
1.7,0.8,63,829,164,17,4,14,1.7,1.7,1.3,716,90.1,55,77,7,12,90.1,11918,3414,305,91.5,306,94.1,91,79.1,14,4,675,41,13,2,105,17,9,4,17,5,17,13,7,7,3,18,27.8,13,164,50,59,58,47,3,0,11,21,14,0,829,78,251,431,210,39,58.3,2033,19,13,12,11,10,11,0,9,13,0,0,75.0,80,4,5,7,80.0,25.0,7,4,55,3291,1.6,8,12.6,0,433,1
1.5,0.2,77,995,146,12,5,12,1.5,1.5,0.9,890,87.5,48,127,29,46,87.5,13394,3353,425,91.8,312,91.0,121,73.6,12,3,825,65,14,2,58,24,21,13,23,16,12,10,5,4,3,10,30.0,7,146,62,18,61,67,1,0,11,17,1,0,995,24,149,491,432,28,63.0,2338,37,5,8,16,8,17,1,21,10,0,0,22.7,107,0,1,2,0.0,0.0,5,2,48,4160,0.7,0,21.6,3,433,0
1.2,2.1,67,821,132,19,9,10,1.3,1.3,1.2,711,84.1,53,81,7,11,84.1,11562,3552,280,88.2,282,88.3,123,74.8,18,3,652,59,17,1,91,26,11,4,10,17,19,11,10,8,1,10,40.0,6,132,48,39,60,33,3,0,7,28,13,0,821,53,225,439,231,39,63.6,1968,18,6,11,14,10,20,3,11,11,0,1,60.0,100,4,6,6,66.7,0.0,5,0,53,3265,2.9,7,16.0,0,433,0
1.5,0.4,70,751,83,14,7,10,1.5,1.5,1.1,636,82.5,49,82,12,17,82.5,8859,3216,291,88.7,244,86.5,79,59.5,12,3,589,47,9,0,125,11,7,7,13,12,14,8,6,7,1,16,18.8,13,83,28,27,39,17,1,0,9,21,20,0,751,55,233,380,210,27,70.6,2127,29,3,9,21,14,14,1,7,8,0,0,54.3,115,2,3,9,66.7,33.3,3,3,49,3380,1.1,3,17.5,1,433,1
1.9,0.6,67,890,192,23,7,7,1.9,1.9,1.7,776,90.5,61,84,11,18,90.5,11998,3381,381,91.9,305,93.4,79,78.5,16,5,739,37,10,2,99,18,13,7,7,12,23,14,7,6,10,18,38.9,11,192,52,32,92,68,0,0,7,30,16,0,890,33,141,453,363,37,61.1,2103,23,4,17,10,5,10,0,13,14,0,0,55.2,86,1,1,5,100.0,0.0,4,6,61,3099,0.1,5,14.3,0,433,1
1.9,0.5,54,623,112,14,10,23,1.9,1.9,1.8,525,82.9,50,74,16,26,82.9,7532,2868,227,91.6,212,84.4,67,61.2,17,0,488,37,5,2,120,10,10,7,11,12,14,11,6,8,0,11,36.4,7,112,33,46,49,17,4,0,19,24,7,0,623,49,174,283,235,36,61.5,1851,27,9,8,8,9,8,3,10,11,0,0,55.6,81,2,2,8,100.0,0.0,7,3,50,2847,0.5,3,11.7,0,433,1
0.9,1.3,39,572,234,26,6,23,0.9,0.9,0.9,438,79.5,22,36,11,19,79.5,6154,2296,202,88.1,143,81.8,79,59.5,10,2,399,39,7,6,108,10,10,2,6,11,26,15,13,11,2,22,36.4,14,234,47,107,98,29,5,0,18,32,29,0,572,95,255,216,134,21,57.9,1120,12,8,12,20,11,6,2,10,15,0,0,42.9,86,5,7,10,71.4,0.0,3,0,22,1826,1.7,13,17.1,3,433,0
1.1,0.9,75,849,89,18,3,11,1.1,1.1,1.0,752,83.8,65,119,12,16,83.8,11251,3163,333,90.7,284,85.6,111,70.3,22,3,703,49,6,1,91,21,29,10,8,22,18,12,9,5,4,5,40.0,3,89,32,23,34,32,1,0,10,21,11,0,849,46,221,359,348,70,75.0,2585,24,21,14,9,9,6,1,29,12,0,0,52.9,113,0,2,5,0.0,33.3,7,4,65,3877,1.4,3,21.3,1,433,0
1.2,0.6,48,582,180,19,11,13,1.2,1.2,0.7,468,82.5,30,78,7,13,82.5,7561,2440,180,90.0,189,85.2,85,65.9,8,1,431,37,11,0,86,21,15,6,4,13,19,15,10,8,1,18,44.4,10,180,36,63,78,39,1,1,12,30,18,0,582,63,188,243,200,26,53.8,1480,29,9,10,11,15,10,5,15,15,0,0,42.9,81,3,4,5,75.0,16.7,3,1,30,2491,1.0,6,14.2,0,433,0
1.9,1.6,58,708,168,24,9,16,1.9,1.9,1.2,575,83.7,42,60,14,17,83.7,8112,2791,279,89.6,193,87.6,84,61.9,15,3,532,43,15,4,86,15,12,6,13,14,24,14,9,9,6,17,29.4,12,168,45,64,76,28,2,0,14,33,33,1,708,72,209,313,233,44,82.4,1507,22,9,12,11,9,18,1,12,14,0,0,58.6,94,2,3,12,100.0,0.0,9,5,42,2527,0.7,8,13.0,0,433,1
1.5,0.4,53,680,124,16,6,18,1.5,1.5,1.5,581,85.0,34,74,14,16,85.0,9171,2546,254,88.6,227,90.3,91,68.1,11,4,535,46,10,1,87,18,11,5,11,9,16,14,7,6,3,13,38.5,8,124,28,29,47,48,2,0,16,22,15,0,680,64,192,316,235,31,87.5,1697,23,9,10,15,10,14,2,11,14,0,0,55.6,78,3,3,8,100.0,11.1,4,0,34,2939,0.4,9,8.8,0,433,0
0.8,2.3,54,681,213,20,8,22,0.8,0.8,0.6,564,83.3,34,59,14,24,83.3,8722,2338,231,89.6,217,86.2,96,66.7,6,2,512,52,17,2,131,14,11,5,8,12,20,13,5,13,2,27,40.7,16,213,55,58,102,53,4,0,18,28,9,1,681,56,163,372,185,22,58.3,1163,20,7,12,12,16,18,0,11,13,0,1,29.4,91,1,4,2,25.0,0.0,7,0,34,2408,3.3,5,12.0,0,4231,0
1.4,0.8,50,621,171,24,7,12,1.4,1.4,0.9,476,78.6,28,47,13,37,78.6,7346,2403,168,86.9,185,83.8,98,61.2,8,3,421,55,15,0,122,16,11,4,10,16,24,17,13,8,3,20,15.0,17,171,62,54,70,47,1,0,11,31,29,0,621,67,205,288,176,21,35.1,1235,20,3,15,2,11,15,3,11,17,0,0,54.8,98,3,4,9,75.0,16.7,5,1,28,2095,1.0,6,15.5,2,4231,0
2.1,1.2,54,707,205,22,8,11,2.1,2.1,1.9,579,84.1,45,61,29,32,84.1,9587,2696,207,91.3,241,90.0,111,68.5,16,4,529,50,9,0,158,16,14,8,7,13,22,16,13,8,1,19,78.9,4,205,48,48,87,70,0,0,11,30,19,0,707,49,191,342,227,37,90.6,1339,19,5,14,21,8,10,0,14,16,0,0,57.7,96,3,5,3,60.0,0.0,8,6,45,2568,1.4,5,13.8,1,433,1
1.7,1.1,63,850,162,16,8,11,1.8,1.8,1.2,756,86.1,33,59,8,14,86.1,12851,3375,272,90.4,337,89.6,135,73.3,3,2,712,44,10,2,85,28,9,3,13,8,16,10,12,3,1,15,53.3,7,162,40,47,78,37,2,0,9,24,16,1,850,69,340,421,153,23,57.1,1614,15,5,7,10,6,12,2,9,10,0,0,41.7,93,1,2,8,0.0,0.0,5,1,33,3085,0.5,6,18.2,2,433,0
1.9,1.6,54,734,206,21,13,19,1.9,1.9,1.4,584,86.0,29,44,12,17,86.0,9881,3047,207,90.8,254,90.9,104,70.2,9,0,534,50,9,1,130,12,11,5,2,9,21,14,14,7,0,21,33.3,14,206,48,73,97,36,3,0,16,34,41,0,734,86,279,356,145,25,70.6,1243,12,4,17,16,14,9,1,11,14,0,0,58.8,78,3,4,7,50.0,0.0,6,4,29,2643,1.0,12,14.3,0,343,1
1.2,0.9,55,664,177,13,5,21,1.2,1.2,1.1,546,77.1,33,51,9,15,77.1,8583,2911,199,85.9,193,81.9,134,60.4,12,8,486,60,14,1,66,30,25,6,6,11,13,9,9,4,0,12,0.0,12,177,68,63,67,47,1,0,20,18,14,0,664,66,232,279,191,23,60.0,1149,14,4,22,4,10,12,7,25,9,0,0,54.3,119,1,3,5,33.3,9.1,2,2,33,2211,1.7,11,14.4,0,433,0
3.2,0.5,53,714,205,19,11,13,3.2,2.5,1.9,601,84.5,51,67,4,9,84.5,9913,2909,219,89.5,270,88.5,102,65.7,9,1,553,48,14,4,197,18,14,5,8,9,19,9,11,5,3,14,35.7,9,205,55,46,86,73,3,0,10,30,14,0,714,67,236,318,208,36,44.4,1627,18,9,9,15,6,17,1,14,9,1,0,45.8,89,1,1,9,100.0,10.0,9,3,51,2953,0.0,10,13.8,0,433,1
1.9,1.0,58,681,160,27,9,17,1.9,1.9,1.9,549,76.9,33,38,9,16,76.9,8309,2694,186,84.4,240,84.6,100,55.0,9,0,494,55,9,4,136,13,9,4,6,16,27,22,16,8,3,16,50.0,8,160,49,37,76,47,2,1,15,36,40,2,681,65,230,324,154,23,56.3,880,8,8,9,13,15,11,0,9,22,0,0,65.0,104,1,2,7,50.0,0.0,7,7,33,1881,0.7,3,13.3,0,4231,1
1.9,0.3,71,798,57,21,3,7,1.9,1.9,1.3,672,85.4,32,89,9,12,85.4,11528,2660,237,91.6,290,88.3,127,72.4,13,1,614,58,12,1,149,26,12,11,13,9,21,14,10,6,5,8,25.0,6,57,24,11,32,14,1,0,6,24,40,0,798,35,168,435,238,41,75.0,1730,21,7,17,12,9,13,1,12,14,0,0,58.3,84,0,0,5,66.7,20.0,7,2,32,3122,0.0,10,12.0,0,433,1
1.0,2.2,63,835,204,13,7,16,1.0,1.0,0.4,703,85.2,35,59,13,19,85.2,10845,3132,293,92.2,288,87.5,99,67.7,12,2,654,49,7,0,81,15,10,6,7,16,13,8,4,6,3,19,26.3,14,204,48,57,114,33,5,0,11,20,38,0,835,85,291,401,197,26,68.4,1539,21,10,13,10,10,10,0,10,8,0,0,51.5,102,3,5,11,60.0,0.0,7,4,35,2708,1.0,10,10.8,0,4231,1
2.6,1.4,66,933,198,19,7,22,2.6,2.6,1.9,807,89.3,27,79,12,14,89.3,13171,3251,338,92.6,345,91.9,109,75.2,8,0,766,41,7,1,201,18,7,6,9,10,19,12,11,8,0,17,41.2,10,198,67,64,92,42,4,0,18,26,19,0,933,86,293,506,192,32,85.7,1839,25,7,14,19,7,11,0,7,12,0,1,45.5,88,2,2,8,100.0,0.0,10,4,27,3479,1.2,7,10.5,0,4231,1
2.5,0.2,61,724,155,19,11,9,2.5,2.5,1.7,610,85.9,53,71,14,18,85.9,10675,2975,210,91.0,281,90.0,105,72.4,11,2,558,52,14,1,111,21,11,7,6,12,19,10,6,10,3,17,35.3,11,155,47,31,87,37,1,0,8,30,12,0,724,51,199,351,230,32,77.8,1700,19,9,13,19,12,17,0,11,10,0,0,51.9,89,1,1,7,100.0,0.0,6,3,53,2987,0.3,5,18.0,0,4231,1
1.1,1.1,53,770,235,24,9,23,1.1,1.1,0.9,660,88.2,33,49,16,21,88.2,10914,2602,249,92.4,298,93.3,100,67.0,8,0,627,33,7,1,125,13,8,2,7,6,24,13,14,9,1,24,58.3,10,235,58,80,120,35,5,0,18,33,21,1,770,109,333,366,120,22,76.2,1399,12,4,8,10,11,10,4,8,13,0,0,25.0,66,2,4,11,50.0,12.5,2,2,33,2655,0.9,8,13.6,0,433,0
2.0,0.8,65,853,127,8,11,16,2.0,2.0,1.4,722,86.1,58,98,29,43,86.1,12212,3337,281,92.5,284,88.7,140,74.3,11,1,663,59,16,1,92,31,23,9,9,16,8,4,6,2,0,12,16.7,10,127,40,40,61,26,1,0,15,19,21,0,853,47,217,448,250,27,67.4,2049,22,5,14,11,3,22,3,23,4,0,0,48.6,101,3,4,5,75.0,16.7,5,0,58,3414,2.0,6,14.0,0,4231,0
2.1,0.7,64,804,202,25,3,12,2.2,2.2,1.7,674,85.8,58,68,18,25,85.8,9931,3291,298,89.9,251,93.2,86,64.0,17,4,631,43,9,0,106,16,13,9,8,18,25,16,11,9,5,18,22.2,14,202,61,60,97,45,5,0,7,28,21,0,804,58,204,411,236,45,72.0,1390,14,10,11,20,19,10,0,13,16,0,0,42.9,107,2,3,4,66.7,16.7,9,4,58,2543,0.8,12,7.8,0,4231,1
0.9,1.7,71,789,105,17,7,9,0.9,0.9,0.8,638,85.1,67,56,26,41,85.1,11571,3533,209,89.5,251,91.2,155,76.8,20,6,581,57,16,1,120,27,20,5,14,12,17,11,13,2,2,13,30.8,9,105,34,42,42,21,3,0,6,24,29,1,789,70,292,348,205,43,63.4,1709,16,4,16,21,10,18,3,20,11,0,0,47.9,105,4,7,6,57.1,0.0,4,0,67,2792,1.9,8,23.3,1,4231,0
1.5,0.8,65,769,151,23,5,17,1.5,1.5,1.2,648,78.7,47,61,3,5,78.7,11029,2813,202,79.2,282,89.7,144,65.3,13,7,599,49,13,0,110,22,24,9,9,22,23,12,8,10,5,7,14.3,6,151,56,44,60,47,5,0,12,28,31,0,769,73,211,386,223,37,60.0,1719,16,7,13,5,9,14,3,24,12,0,0,60.4,131,1,2,6,50.0,0.0,4,0,47,2977,0.8,9,18.7,2,4231,0
1.4,0.4,54,707,197,13,9,20,1.4,0.6,0.4,599,81.5,36,43,15,22,81.5,9824,2922,222,88.3,233,86.7,122,66.4,12,4,560,39,6,2,125,14,13,5,4,16,13,8,6,7,0,18,22.2,14,197,61,67,87,43,4,0,16,22,20,0,707,56,226,321,210,27,68.2,1080,12,3,14,13,12,10,2,13,8,1,0,45.2,110,1,1,4,100.0,16.7,2,4,36,2314,0.3,6,16.2,1,343,1
0.5,0.7,66,887,137,28,11,12,0.5,0.5,0.4,730,80.7,61,72,23,32,80.7,11151,3572,260,88.1,308,84.1,121,68.6,16,0,670,60,10,1,125,24,17,8,7,26,28,20,10,13,5,19,36.8,12,137,51,28,76,33,3,0,9,39,37,0,887,63,240,413,287,33,71.9,1665,20,4,19,26,10,13,1,17,20,0,0,55.9,139,1,3,6,33.3,25.0,4,0,61,3065,1.7,4,25.7,5,343,0
1.5,0.8,58,725,175,24,6,12,1.5,1.5,0.5,614,82.6,35,50,8,13,82.6,10532,2785,211,86.3,247,88.7,125,72.8,9,1,563,51,15,1,121,31,17,3,8,18,24,17,9,13,2,15,53.3,7,175,58,33,98,44,0,0,12,30,21,0,725,59,183,402,191,25,61.5,1273,17,4,8,12,20,16,1,17,17,0,0,44.7,94,1,2,6,50.0,0.0,4,4,35,2555,0.8,5,15.3,1,343,1
1.6,0.9,52,713,201,28,10,18,1.7,1.7,0.7,573,79.6,32,49,10,16,79.6,8606,2785,228,85.5,225,85.8,99,62.6,8,2,526,47,8,2,141,19,12,3,5,16,28,17,12,12,4,16,50.0,8,201,63,66,73,62,7,0,11,38,31,0,713,82,290,307,154,34,62.5,1045,11,11,11,15,17,9,3,12,17,0,0,45.7,111,4,5,7,80.0,12.5,4,1,32,2089,1.4,8,31.0,1,4231,0
2.6,0.4,65,721,108,15,8,13,2.6,1.8,1.7,590,85.1,33,60,8,14,85.1,9840,2776,208,91.8,252,90.1,111,66.7,19,7,537,53,8,0,86,22,22,10,8,10,15,10,7,7,1,16,12.5,14,108,34,41,48,19,4,1,9,23,39,0,721,59,207,337,217,42,57.1,1437,13,9,18,9,8,6,6,22,10,1,0,41.5,83,1,1,4,100.0,0.0,7,6,33,2534,0.1,6,18.0,1,433,1
2.0,0.6,69,810,138,15,8,15,2.0,2.0,1.3,703,83.1,49,111,5,11,83.1,10947,2773,280,87.9,280,86.4,117,71.8,15,2,653,50,9,1,98,19,19,10,15,15,15,8,4,8,3,13,23.1,10,138,41,44,54,40,0,0,15,23,15,0,810,28,145,355,370,38,45.5,2040,36,10,9,11,15,12,2,19,8,0,0,40.5,112,1,2,5,50.0,0.0,4,0,49,3307,0.8,7,7.0,0,433,0
2.8,0.5,60,724,163,23,9,13,2.8,2.0,2.0,601,84.7,43,72,12,23,84.7,9998,2543,234,87.6,242,88.0,112,76.8,19,6,553,48,6,0,113,20,29,18,6,10,23,8,13,9,1,16,50.0,8,163,40,42,76,45,0,0,13,32,24,0,724,46,163,323,275,51,52.2,1431,12,10,7,7,14,8,2,29,8,1,0,62.9,84,0,2,1,0.0,0.0,7,4,43,2527,1.0,4,31.0,1,433,0
0.4,1.6,51,655,213,19,5,18,0.4,0.4,0.3,507,80.5,25,48,8,18,80.5,7830,2418,186,88.7,191,84.8,107,62.6,6,1,446,61,16,1,130,17,11,6,3,10,19,13,10,8,1,8,25.0,6,213,69,62,84,67,6,0,12,24,37,0,655,69,217,332,141,20,44.4,1007,9,4,18,24,14,17,1,11,13,0,0,58.3,100,2,4,7,50.0,0.0,3,3,25,1907,1.1,5,10.0,0,4231,0
1.4,0.8,61,752,179,26,2,14,1.4,1.4,0.8,638,84.2,29,52,7,14,84.2,9984,2744,246,93.1,253,89.3,105,61.9,7,0,590,48,10,1,88,20,12,9,8,19,26,16,9,14,3,16,25.0,12,179,52,56,80,43,2,0,12,28,18,0,752,69,241,360,197,33,50.0,1300,14,8,17,6,14,12,2,12,16,0,0,46.4,105,1,3,6,33.3,0.0,0,0,29,2434,1.5,6,14.4,0,433,0
1.6,0.4,48,718,236,34,8,30,1.6,1.6,1.1,565,83.7,27,40,14,17,83.7,8319,2609,232,92.2,219,90.9,89,51.7,4,0,523,42,13,1,63,14,6,3,4,11,34,21,12,17,5,35,42.9,20,236,75,49,132,55,2,0,28,42,22,0,718,57,195,408,145,21,82.4,859,2,5,13,15,19,17,1,6,21,0,0,35.7,97,3,3,4,66.7,0.0,7,3,27,1939,0.3,3,13.6,2,343,1
1.9,1.9,73,983,148,23,6,15,2.0,2.0,1.3,862,85.7,52,82,11,13,85.7,13851,3793,345,89.0,370,92.2,120,70.8,18,7,810,52,8,0,142,18,22,14,1,26,23,12,9,7,7,26,50.0,13,148,58,39,60,49,4,0,11,29,34,1,983,66,263,443,324,48,84.6,1643,16,5,9,8,7,12,2,22,12,0,0,59.1,108,3,5,5,60.0,0.0,6,2,52,3296,3.0,4,16.0,0,343,0
1.9,0.6,61,773,130,17,8,12,1.9,1.9,1.8,664,87.8,38,43,24,33,87.8,12276,3849,228,90.4,277,94.2,143,73.4,9,2,622,42,10,3,210,21,8,6,5,7,17,11,6,10,1,18,33.3,12,130,45,34,68,28,2,0,10,25,17,0,773,74,276,371,176,26,72.7,1221,14,6,13,10,8,11,0,8,11,0,0,52.8,83,2,2,7,100.0,33.3,11,8,38,2453,0.0,6,11.5,0,433,1
1.3,1.1,73,831,116,9,2,8,1.3,1.3,1.2,749,84.2,61,82,10,13,84.2,12687,3334,265,87.5,334,90.4,134,70.1,17,4,697,52,9,0,112,18,24,10,6,16,9,5,4,3,2,7,28.6,5,116,46,31,54,31,1,0,7,11,22,0,831,55,182,393,304,37,76.9,1741,21,10,4,7,17,10,0,24,5,0,0,52.3,98,3,4,4,75.0,0.0,5,4,61,3030,1.1,7,21.0,1,433,1
3.1,0.5,35,488,171,9,7,16,3.8,3.0,1.3,399,81.5,19,26,8,11,81.5,6591,2165,130,89.2,178,87.1,78,62.8,5,1,369,30,3,0,64,10,10,5,0,10,9,4,8,1,0,20,20.0,16,171,38,78,68,25,3,0,13,16,21,0,488,107,245,191,87,30,72.7,877,8,6,7,7,14,4,3,10,4,0,0,77.3,72,1,2,14,50.0,15.4,6,2,19,1443,0.6,13,11.8,0,433,1
1.6,2.8,70,801,103,20,3,11,1.6,0.9,0.8,695,86.9,42,85,11,18,86.9,11183,3102,272,89.7,304,93.4,95,67.4,16,7,655,40,9,1,100,13,23,3,7,12,20,14,11,6,3,15,60.0,6,103,39,31,47,25,3,0,8,23,20,1,801,56,202,388,278,46,61.1,2156,25,8,10,11,9,10,2,23,14,1,0,42.9,92,1,4,5,25.0,0.0,5,4,42,3795,2.8,4,15.3,0,433,0
2.3,0.4,70,874,78,14,1,13,2.3,1.5,1.1,764,88.6,40,83,7,11,88.6,12737,3188,306,89.5,329,93.0,107,79.4,13,1,729,35,8,1,125,17,15,5,7,11,14,12,6,6,2,14,21.4,11,78,33,18,40,20,1,0,12,15,21,0,874,59,220,471,242,34,63.6,1848,22,6,15,15,13,14,1,15,12,1,0,57.7,104,3,3,4,100.0,0.0,8,6,40,3452,0.6,7,13.7,0,433,1
