ID	Home_Team	Home_Formation	Home_Score	Home_xG	Home_Yellow_Cards	Home_Red_Cards	Away_Team	Away_Formation	Away_Score	Away_xG	Away_Yellow_Cards	Away_Red_Cards	Gls	Ast	PK	Sh	SoT	CrdY	CrdR	Touches	Press	Tkl	Int	Blocks	xG_Expected	npxG_Expected	xA_Expected	GCA_SCA	Cmp_Passes	Att_Passes	Cmp_percent_Passes	Prog_Passes	Carries_Carries	Prog_Carries	Succ_Dribbles	Att_Dribbles	Cmp_Total	Att_Total	Cmp_percent_Total	TotDist_Total	PrgDist_Total	Cmp_Short	Att_Short	Cmp_percent_Short	Cmp_Medium	Att_Medium	Cmp_percent_Medium	Cmp_Long	Att_Long	Cmp_percent_Long	xA	KP	Final_Third	PPA	CrsPA	Prog	Att	Live_Pass_Types	Dead_Pass_Types	FK_Pass_Types	TB_Pass_Types	Press_Pass_Types	Sw_Pass_Types	Crs_Pass_Types	CK_Pass_Types	In_Corner_Kicks	Out_Corner_Kicks	Str_Corner_Kicks	Cmp_Outcomes	Off_Outcomes	Out_Outcomes	Int_Outcomes	Blocks_Outcomes	Tkl_Tackles	TklW_Tackles	Def.3rd_Tackles	Mid.3rd_Tackles	Att.3rd_Tackles	Tkl_Vs_Dribbles	Att_Vs_Dribbles	Tkl_percent_Vs_Dribbles	Past_Vs_Dribbles	Press_Pressures	Succ_Pressures	X_percent_Pressures	Def.3rd_Pressures	Mid.3rd_Pressures	Att.3rd_Pressures	Blocks_Blocks	Sh_Blocks	ShSv_Blocks	Pass_Blocks	Tkl.Int	Clr	Err	Touches_Touches	Def.Pen_Touches	Def.3rd_Touches	Mid.3rd_Touches	Att.3rd_Touches	Att.Pen_Touches	Live_Touches	Succ_percent_Dribbles	Player_NumPl_Dribbles	Megs_Dribbles	TotDist_Carries	PrgDist_Carries	Final_Third_Carries	CPA_Carries	Mis_Carries	Dis_Carries	Targ_Receiving	Rec_Receiving	Rec_percent_Receiving	Prog_Receiving	X2CrdY	Fls	Fld	Off	Crs	TklW	PKwon	PKcon	OG	Recov	Won_Aerial_Duels	Lost_Aerial_Duels	Won_percent_Aerial_Duels	SoTA_Shot_Stopping	GA_Shot_Stopping	Saves_Shot_Stopping	Save_percent_Shot_Stopping	PSxG_Shot_Stopping	Cmp_Launched	Att_Launched	Cmp_percent_Launched	Thr_Passes	Launch_percent_Passes	AvgLen_Passes	Att_Goal_Kicks	Launch_percent_Goal_Kicks	Opp_Crosses	Stp_Crosses	Stp_percent_Crosses	Player_NumOPA_Sweeper	AvgDist_Sweeper	Team.y	Result	GF	GA	Opponent	xG	xGA	Poss	Formation	MatchYear
2019-10-19	Chelsea	4-3-3	1	1.9	2	0	Newcastle United	3-4-3	0	0.3	1	0	1	1	0	16	7	2	0	798	57	21	3	7	1.9	1.9	1.3	2	574	672	85.4	32	567	89	9	12	574	672	85.4	11528	2660	217	237	91.6	256	290	88.3	92	127	72.4	1.3	12	53	13	1	32	672	614	58	12	1	149	26	12	11	5	5	0	574	1	6	13	9	21	14	10	6	5	2	8	25	6	57	24	42.1	11	32	14	7	1	0	6	24	40	0	798	35	168	435	238	41	743	75	9	0	3122	1730	21	7	17	12	617	574	93	39	0	9	13	1	12	14	0	0	0	84	14	10	58.3	0	0	0	NA	0	3	4	75	6	5.9	26.9	5	60	10	2	20	0	12	Chelsea	W	1	0	Newcastle Utd	1.9	0.3	71	4-3-3	2020
2019-10-26	Burnley	4-4-2	2	2.2	3	0	Chelsea	4-2-3-1	4	1	2	0	4	3	0	16	7	2	0	835	204	13	7	16	1	1	0.4	4	599	703	85.2	35	583	59	13	19	599	703	85.2	10845	3132	270	293	92.2	252	288	87.5	67	99	67.7	0.4	10	28	12	2	35	703	654	49	7	0	81	15	10	6	2	1	0	599	0	3	7	16	13	8	4	6	3	5	19	26.3	14	204	48	23.5	57	114	33	16	5	0	11	20	38	0	835	85	291	401	197	26	786	68.4	15	0	2708	1539	21	10	13	10	693	599	86.4	39	0	10	10	0	10	8	0	0	0	102	17	16	51.5	5	2	3	60	1	7	17	41.2	4	36	33.2	11	72.7	10	0	0	0	10.8	Chelsea	W	4	2	Burnley	1	2.2	63	4-2-3-1	2020
2019-11-02	Watford	3-5-2	1	1.4	4	0	Chelsea	4-2-3-1	2	2.6	2	0	2	2	0	16	10	2	0	933	198	19	7	22	2.6	2.6	1.9	4	721	807	89.3	27	677	79	12	14	721	807	89.3	13171	3251	313	338	92.6	317	345	91.9	82	109	75.2	1.9	12	30	8	0	27	807	766	41	7	1	201	18	7	6	3	1	0	721	0	5	9	10	19	12	11	8	0	7	17	41.2	10	198	67	33.8	64	92	42	22	4	0	18	26	19	0	933	86	293	506	192	32	894	85.7	14	0	3479	1839	25	7	14	19	792	721	91	29	0	7	11	0	7	12	0	1	0	88	10	12	45.5	2	1	2	100	1.2	5	10	50	2	25	31.1	8	37.5	7	0	0	0	10.5	Chelsea	W	2	1	Watford	2.6	1.4	66	4-2-3-1	2020
2019-11-09	Chelsea	4-2-3-1	2	2.5	3	0	Crystal Palace	4-5-1	0	0.2	2	0	2	1	0	22	6	3	0	724	155	19	11	9	2.5	2.5	1.7	3	524	610	85.9	53	551	71	14	18	524	610	85.9	10675	2975	191	210	91	253	281	90	76	105	72.4	1.7	14	49	11	2	53	610	558	52	14	1	111	21	11	7	3	3	0	524	0	5	6	12	19	10	6	10	3	6	17	35.3	11	155	47	30.3	31	87	37	9	1	0	8	30	12	0	724	51	199	351	230	32	674	77.8	14	0	2987	1700	19	9	13	19	595	524	88.1	57	0	12	17	0	11	10	0	0	0	89	14	13	51.9	1	0	1	100	0.3	3	7	42.9	2	17.4	29	7	42.9	5	0	0	0	18	Chelsea	W	2	0	Crystal Palace	2.5	0.2	61	4-2-3-1	2020
2019-11-23	Manchester City	4-3-3	2	1.1	1	0	Chelsea	4-3-3	1	1.1	1	0	1	1	0	11	2	1	0	770	235	24	9	23	1.1	1.1	0.9	2	582	660	88.2	33	578	49	16	21	582	660	88.2	10914	2602	230	249	92.4	278	298	93.3	67	100	67	0.9	7	29	8	0	33	660	627	33	7	1	125	13	8	2	0	2	0	582	4	7	7	6	24	13	14	9	1	14	24	58.3	10	235	58	24.7	80	120	35	23	5	0	18	33	21	1	770	109	333	366	120	22	738	76.2	17	0	2655	1399	12	4	8	10	648	582	89.8	33	0	11	10	4	8	13	0	0	0	66	5	15	25	4	2	2	50	0.9	5	13	38.5	6	29.3	30	11	9.1	8	1	12.5	0	13.6	Chelsea	L	1	2	Manchester City	1.1	1.1	53	4-3-3	2020
2019-11-30	Chelsea	4-2-3-1	0	2	0	0	West Ham United	4-4-1-1	1	0.8	3	0	0	0	0	19	5	0	0	853	127	8	11	16	2	2	1.4	0	622	722	86.1	58	617	98	29	43	622	722	86.1	12212	3337	260	281	92.5	252	284	88.7	104	140	74.3	1.4	14	46	11	1	58	722	663	59	16	1	92	31	23	9	4	1	4	622	3	7	9	16	8	4	6	2	0	2	12	16.7	10	127	40	31.5	40	61	26	16	1	0	15	19	21	0	853	47	217	448	250	27	797	67.4	31	0	3414	2049	22	5	14	11	698	622	89.1	67	0	3	22	3	23	4	0	0	0	101	18	19	48.6	4	1	3	75	2	3	5	60	3	27.8	27.6	5	0	6	1	16.7	0	14	Chelsea	L	0	1	West Ham	2	0.8	65	4-2-3-1	2020
2019-12-04	Chelsea	4-2-3-1	2	2.1	2	0	Aston Villa	4-3-3	1	0.7	1	0	2	2	0	25	9	2	0	804	202	25	3	12	2.2	2.2	1.7	4	578	674	85.8	58	565	68	18	25	578	674	85.8	9931	3291	268	298	89.9	234	251	93.2	55	86	64	1.7	19	41	17	4	58	674	631	43	9	0	106	16	13	9	5	4	0	578	0	10	8	18	25	16	11	9	5	4	18	22.2	14	202	61	30.2	60	97	45	12	5	0	7	28	21	0	804	58	204	411	236	45	760	72	18	1	2543	1390	14	10	11	20	642	578	90	68	0	19	10	0	13	16	0	0	0	107	15	20	42.9	3	1	2	66.7	0.8	2	6	33.3	7	17.4	26.8	4	50	12	2	16.7	0	7.8	Chelsea	W	2	1	Aston Villa	2.1	0.7	64	4-2-3-1	2020
2019-12-07	Everton	4-4-2	3	1.7	3	0	Chelsea	4-2-3-1	1	0.9	0	0	1	0	0	15	4	0	0	789	105	17	7	9	0.9	0.9	0.8	0	543	638	85.1	67	518	56	26	41	543	638	85.1	11571	3533	187	209	89.5	229	251	91.2	119	155	76.8	0.8	12	52	20	6	67	638	581	57	16	1	120	27	20	5	0	3	1	543	3	10	14	12	17	11	13	2	2	4	13	30.8	9	105	34	32.4	42	42	21	9	3	0	6	24	29	1	789	70	292	348	205	43	734	63.4	28	1	2792	1709	16	4	16	21	615	543	88.3	81	0	10	18	3	20	11	0	0	0	105	23	25	47.9	7	3	4	57.1	1.9	2	10	20	6	26.5	35.3	6	16.7	8	0	0	1	23.3	Chelsea	L	1	3	Everton	0.9	1.7	71	4-2-3-1	2020
2019-12-14	Chelsea	4-2-3-1	0	1.5	1	0	Bournemouth	4-4-1-1	1	0.8	2	0	0	0	0	16	4	1	0	769	151	23	5	17	1.5	1.5	1.2	0	510	648	78.7	47	529	61	3	5	510	648	78.7	11029	2813	160	202	79.2	253	282	89.7	94	144	65.3	1.2	9	44	13	7	47	648	599	49	13	0	110	22	24	9	1	7	1	510	3	16	9	22	23	12	8	10	5	1	7	14.3	6	151	56	37.1	44	60	47	17	5	0	12	28	31	0	769	73	211	386	223	37	722	60	4	0	2977	1719	16	7	13	5	615	510	82.9	58	0	9	14	3	24	12	0	0	0	131	32	21	60.4	2	1	1	50	0.8	4	14	28.6	5	32.3	32.7	6	66.7	9	0	0	2	18.7	Chelsea	L	0	1	Bournemouth	1.5	0.8	65	4-2-3-1	2020
2019-12-22	Tottenham Hotspur	4-2-3-1	0	0.4	4	1	Chelsea	3-4-3	2	1.4	3	0	2	1	1	12	2	3	0	707	197	13	9	20	1.4	0.6	0.4	4	488	599	81.5	36	469	43	15	22	488	599	81.5	9824	2922	196	222	88.3	202	233	86.7	81	122	66.4	0.4	8	42	12	4	36	599	560	39	6	2	125	14	13	5	2	1	0	488	1	7	4	16	13	8	6	7	0	4	18	22.2	14	197	61	31	67	87	43	20	4	0	16	22	20	0	707	56	226	321	210	27	668	68.2	17	0	2314	1080	12	3	14	13	577	488	84.6	47	0	12	10	2	13	8	1	0	0	110	14	17	45.2	1	0	1	100	0.3	7	15	46.7	6	40.7	38.4	4	100	6	1	16.7	1	16.2	Chelsea	W	2	0	Tottenham	1.4	0.4	54	3-4-3	2020
2019-12-26	Chelsea	3-4-3	0	0.5	3	0	Southampton	4-4-2	2	0.7	2	0	0	0	0	10	4	3	0	887	137	28	11	12	0.5	0.5	0.4	0	589	730	80.7	61	639	72	23	32	589	730	80.7	11151	3572	229	260	88.1	259	308	84.1	83	121	68.6	0.4	9	50	16	0	61	730	670	60	10	1	125	24	17	8	4	2	0	589	1	7	7	26	28	20	10	13	5	7	19	36.8	12	137	51	37.2	28	76	33	12	3	0	9	39	37	0	887	63	240	413	287	33	830	71.9	25	0	3065	1665	20	4	19	26	702	589	83.9	71	0	10	13	1	17	20	0	0	0	139	33	26	55.9	3	2	1	33.3	1.7	4	7	57.1	5	19.4	29.3	6	16.7	4	1	25	5	25.7	Chelsea	L	0	2	Southampton	0.5	0.7	66	3-4-3	2020
2019-12-29	Arsenal	4-2-3-1	1	0.8	5	0	Chelsea	3-4-3	2	1.5	4	0	2	2	0	13	4	4	0	725	175	24	6	12	1.5	1.5	0.5	4	507	614	82.6	35	520	50	8	13	507	614	82.6	10532	2785	182	211	86.3	219	247	88.7	91	125	72.8	0.5	9	35	9	1	35	614	563	51	15	1	121	31	17	3	0	0	2	507	1	11	8	18	24	17	9	13	2	8	15	53.3	7	175	58	33.1	33	98	44	12	0	0	12	30	21	0	725	59	183	402	191	25	676	61.5	9	0	2555	1273	17	4	8	12	597	507	84.9	44	0	20	16	1	17	17	0	0	0	94	17	21	44.7	2	1	1	50	0.8	4	8	50	7	29.2	29.1	6	16.7	5	0	0	1	15.3	Chelsea	W	2	1	Arsenal	1.5	0.8	58	3-4-3	2020
2020-01-01	Brighton & Hove Albion	4-4-2◆	1	0.9	2	0	Chelsea	4-2-3-1	1	1.6	3	0	1	0	0	16	4	3	0	713	201	28	10	18	1.7	1.7	0.7	1	456	573	79.6	32	456	49	10	16	456	573	79.6	8606	2785	195	228	85.5	193	225	85.8	62	99	62.6	0.7	11	29	8	2	32	573	526	47	8	2	141	19	12	3	1	2	0	456	3	15	5	16	28	17	12	12	4	8	16	50	8	201	63	31.3	66	73	62	18	7	0	11	38	31	0	713	82	290	307	154	34	668	62.5	11	0	2089	1045	11	11	11	15	535	456	85.2	41	0	17	9	3	12	17	0	0	0	111	16	19	45.7	5	1	4	80	1.4	3	8	37.5	2	27.3	32.4	7	28.6	8	1	12.5	1	31	Chelsea	D	1	1	Brighton	1.6	0.9	52	4-2-3-1	2020
2020-01-11	Chelsea	4-3-3	3	2.6	0	0	Burnley	4-4-1-1	0	0.4	3	0	3	2	1	17	7	0	0	721	108	15	8	13	2.6	1.8	1.7	6	502	590	85.1	33	526	60	8	14	502	590	85.1	9840	2776	191	208	91.8	227	252	90.1	74	111	66.7	1.7	13	34	19	7	33	590	537	53	8	0	86	22	22	10	0	4	1	502	5	7	8	10	15	10	7	7	1	2	16	12.5	14	108	34	31.5	41	48	19	13	4	1	9	23	39	0	721	59	207	337	217	42	667	57.1	10	1	2534	1437	13	9	18	9	564	502	89	46	0	8	6	6	22	10	1	0	0	83	17	24	41.5	1	0	1	100	0.1	1	8	12.5	3	17.9	29	4	75	6	0	0	1	18	Chelsea	W	3	0	Burnley	2.6	0.4	65	4-3-3	2020
2020-01-18	Newcastle United	3-4-3	1	0.6	1	0	Chelsea	4-3-3	0	2	1	0	0	0	0	19	4	1	0	810	138	15	8	15	2	2	1.3	0	584	703	83.1	49	603	111	5	11	584	703	83.1	10947	2773	246	280	87.9	242	280	86.4	84	117	71.8	1.3	15	50	15	2	49	703	653	50	9	1	98	19	19	10	5	3	0	584	2	12	15	15	15	8	4	8	3	3	13	23.1	10	138	41	29.7	44	54	40	15	0	0	15	23	15	0	810	28	145	355	370	38	760	45.5	5	0	3307	2040	36	10	9	11	691	584	84.5	59	0	15	12	2	19	8	0	0	0	112	17	25	40.5	2	1	1	50	0.8	2	5	40	2	20	25.7	5	60	7	0	0	0	7	Chelsea	L	0	1	Newcastle Utd	2	0.6	69	4-3-3	2020
2020-01-21	Chelsea	4-3-3	2	2.8	2	0	Arsenal	4-2-3-1	2	0.5	1	1	2	1	1	18	7	2	0	724	163	23	9	13	2.8	2	2	4	509	601	84.7	43	505	72	12	23	509	601	84.7	9998	2543	205	234	87.6	213	242	88	86	112	76.8	2	17	47	19	6	43	601	553	48	6	0	113	20	29	18	4	2	2	509	2	9	6	10	23	8	13	9	1	8	16	50	8	163	40	24.5	42	76	45	13	0	0	13	32	24	0	724	46	163	323	275	51	675	52.2	14	0	2527	1431	12	10	7	7	563	509	90.4	54	0	14	8	2	29	8	1	0	0	84	22	13	62.9	2	2	0	0	1	1	4	25	1	26.7	30.3	1	0	4	0	0	1	31	Chelsea	D	2	2	Arsenal	2.8	0.5	60	4-3-3	2020
2020-02-01	Leicester City	4-1-4-1	2	1.6	2	0	Chelsea	4-2-3-1	2	0.4	2	0	2	2	0	7	3	2	0	655	213	19	5	18	0.4	0.4	0.3	3	408	507	80.5	25	371	48	8	18	408	507	80.5	7830	2418	165	186	88.7	162	191	84.8	67	107	62.6	0.3	4	25	6	1	25	507	446	61	16	1	130	17	11	6	2	2	0	408	1	11	3	10	19	13	10	8	1	2	8	25	6	213	69	32.4	62	84	67	18	6	0	12	24	37	0	655	69	217	332	141	20	598	44.4	10	0	1907	1007	9	4	18	24	470	408	86.8	38	0	14	17	1	11	13	0	0	0	100	14	10	58.3	4	2	2	50	1.1	5	12	41.7	3	29.2	29.3	7	71.4	5	0	0	0	10	Chelsea	D	2	2	Leicester City	0.4	1.6	51	4-2-3-1	2020
2020-02-17	Chelsea	4-3-3	0	1.4	4	0	Manchester United	3-4-1-2	2	0.8	3	0	0	0	0	17	0	4	0	752	179	26	2	14	1.4	1.4	0.8	0	537	638	84.2	29	484	52	7	14	537	638	84.2	9984	2744	229	246	93.1	226	253	89.3	65	105	61.9	0.8	9	39	7	0	29	638	590	48	10	1	88	20	12	9	3	4	0	537	2	11	8	19	26	16	9	14	3	4	16	25	12	179	52	29.1	56	80	43	14	2	0	12	28	18	0	752	69	241	360	197	33	707	50	9	0	2434	1300	14	8	17	6	609	537	88.2	32	0	14	12	2	12	16	0	0	0	105	13	15	46.4	3	2	1	33.3	1.5	6	13	46.2	1	46.2	34.7	6	16.7	6	0	0	0	NA	Chelsea	L	0	2	Manchester Utd	1.4	0.8	61	4-3-3	2020
2020-02-22	Chelsea	3-4-3	2	1.6	1	0	Tottenham Hotspur	3-4-3	1	0.4	2	0	2	1	0	18	7	1	0	718	236	34	8	30	1.6	1.6	1.1	3	473	565	83.7	27	524	40	14	17	473	565	83.7	8319	2609	214	232	92.2	199	219	90.9	46	89	51.7	1.1	11	22	4	0	27	565	523	42	13	1	63	14	6	3	2	1	0	473	1	7	4	11	34	21	12	17	5	15	35	42.9	20	236	75	31.8	49	132	55	30	2	0	28	42	22	0	718	57	195	408	145	21	676	82.4	15	1	1939	859	2	5	13	15	538	473	87.9	27	0	19	17	1	6	21	0	0	1	97	10	18	35.7	3	1	3	66.7	0.3	5	22	22.7	4	69	44.4	4	50	3	0	0	2	13.6	Chelsea	W	2	1	Tottenham	1.6	0.4	48	3-4-3	2020
2020-02-29	Bournemouth	4-3-3	2	1.9	2	0	Chelsea	3-4-3	2	1.9	2	0	2	0	0	23	6	2	0	983	148	23	6	15	2	2	1.3	2	739	862	85.7	52	746	82	11	13	739	862	85.7	13851	3793	307	345	89	341	370	92.2	85	120	70.8	1.3	16	59	18	7	52	862	810	52	8	0	142	18	22	14	4	9	0	739	2	8	1	26	23	12	9	7	7	13	26	50	13	148	58	39.2	39	60	49	15	4	0	11	29	34	1	983	66	263	443	324	48	931	84.6	11	1	3296	1643	16	5	9	8	827	739	89.4	66	0	7	12	2	22	12	0	0	0	108	26	18	59.1	5	2	3	60	3	7	12	58.3	2	33.3	32.7	5	80	4	0	0	0	16	Chelsea	D	2	2	Bournemouth	1.9	1.9	73	3-4-3	2020
2020-03-08	Chelsea	4-3-3	4	1.9	1	0	Everton	4-4-2	0	0.6	2	0	4	4	0	18	11	1	0	773	130	17	8	12	1.9	1.9	1.8	8	583	664	87.8	38	607	43	24	33	583	664	87.8	12276	3849	206	228	90.4	261	277	94.2	105	143	73.4	1.8	15	30	9	2	38	664	622	42	10	3	210	21	8	6	1	3	0	583	0	6	5	7	17	11	6	10	1	6	18	33.3	12	130	45	34.6	34	68	28	12	2	0	10	25	17	0	773	74	276	371	176	26	731	72.7	25	0	2453	1221	14	6	13	10	646	583	90.2	52	0	8	11	0	8	11	0	0	0	83	19	17	52.8	2	0	2	100	0	11	18	61.1	3	39.4	35.2	7	71.4	6	2	33.3	0	11.5	Chelsea	W	4	0	Everton	1.9	0.6	61	4-3-3	2020
2020-06-21	Aston Villa	4-3-3	1	1.1	2	0	Chelsea	4-3-3	2	1.3	1	0	2	2	0	19	5	1	0	831	116	9	2	8	1.3	1.3	1.2	4	631	749	84.2	61	564	82	10	13	631	749	84.2	12687	3334	232	265	87.5	302	334	90.4	94	134	70.1	1.2	14	56	17	4	61	749	697	52	9	0	112	18	24	10	0	8	1	631	0	15	6	16	9	5	4	3	2	2	7	28.6	5	116	46	39.7	31	54	31	8	1	0	7	11	22	0	831	55	182	393	304	37	780	76.9	10	1	3030	1741	21	10	4	7	726	631	86.9	73	0	17	10	0	24	5	0	0	0	98	23	21	52.3	4	1	3	75	1.1	3	10	30	4	30.8	32.5	4	50	7	0	0	1	21	Chelsea	W	2	1	Aston Villa	1.3	1.1	73	4-3-3	2020
2020-06-25	Chelsea	4-3-3	2	3.1	1	0	Manchester City	4-3-3	1	0.5	1	1	2	0	1	14	6	1	0	488	171	9	7	16	3.8	3	1.3	2	325	399	81.5	19	269	26	8	11	325	399	81.5	6591	2165	116	130	89.2	155	178	87.1	49	78	62.8	1.3	7	17	5	1	19	399	369	30	3	0	64	10	10	5	1	2	0	325	3	9	0	10	9	4	8	1	0	4	20	20	16	171	38	22.2	78	68	25	16	3	0	13	16	21	0	488	107	245	191	87	30	458	72.7	8	0	1443	877	8	6	7	7	371	325	87.6	26	0	14	4	3	10	4	0	0	0	72	17	5	77.3	2	1	1	50	0.6	4	13	30.8	9	32.3	32.5	14	21.4	13	2	15.4	0	11.8	Chelsea	W	2	1	Manchester City	3.1	0.5	35	4-3-3	2020
2020-07-01	West Ham United	4-2-3-1	3	2.8	2	0	Chelsea	4-3-3	2	1.6	1	0	2	0	1	16	5	1	0	801	103	20	3	11	1.6	0.9	0.8	4	604	695	86.9	42	558	85	11	18	604	695	86.9	11183	3102	244	272	89.7	284	304	93.4	64	95	67.4	0.8	12	56	16	7	42	695	655	40	9	1	100	13	23	3	2	0	0	604	2	5	7	12	20	14	11	6	3	9	15	60	6	103	39	37.9	31	47	25	11	3	0	8	23	20	1	801	56	202	388	278	46	759	61.1	12	0	3795	2156	25	8	10	11	661	604	91.4	55	0	9	10	2	23	14	1	0	0	92	18	24	42.9	4	3	1	25	2.8	0	1	0	4	3.8	21.5	5	0	4	0	0	0	15.3	Chelsea	L	2	3	West Ham	1.6	2.8	70	4-3-3	2020
2020-07-04	Chelsea	4-3-3	3	2.3	0	0	Watford	4-2-3-1	0	0.4	2	0	3	2	1	20	8	0	0	874	78	14	1	13	2.3	1.5	1.1	6	677	764	88.6	40	615	83	7	11	677	764	88.6	12737	3188	274	306	89.5	306	329	93	85	107	79.4	1.1	10	58	13	1	40	764	729	35	8	1	125	17	15	5	1	2	0	677	1	8	7	11	14	12	6	6	2	3	14	21.4	11	78	33	42.3	18	40	20	13	1	0	12	15	21	0	874	59	220	471	242	34	838	63.6	7	1	3452	1848	22	6	15	15	739	677	91.6	45	0	13	14	1	15	12	1	0	0	104	15	11	57.7	3	0	3	100	0.6	3	5	60	4	21.7	28.7	4	0	7	0	0	0	13.7	Chelsea	W	3	0	Watford	2.3	0.4	70	4-3-3	2020
2020-07-07	Crystal Palace	4-5-1	2	1.4	1	0	Chelsea	4-3-3	3	1.9	0	0	3	3	0	14	6	0	0	709	147	23	11	24	1.9	1.9	1.7	6	474	575	82.4	26	442	49	14	24	474	575	82.4	9107	2945	207	234	88.5	192	219	87.7	67	98	68.4	1.7	12	27	6	1	26	575	526	49	12	1	58	20	9	9	7	2	0	474	0	9	8	14	23	10	10	10	3	8	19	42.1	11	147	46	31.3	64	62	21	24	6	0	18	34	23	0	709	75	241	374	145	23	664	58.3	15	0	2443	1268	15	5	10	13	544	474	87.1	35	0	11	15	0	9	10	0	0	0	100	15	34	30.6	4	2	1	50	1.2	7	12	58.3	6	33.3	33	5	80	13	2	15.4	0	8.7	Chelsea	W	3	2	Crystal Palace	1.9	1.4	57	4-3-3	2020
2020-07-11	Sheffield United	3-5-2	3	1.9	1	0	Chelsea	4-3-3	0	0.9	0	0	0	0	0	15	4	0	0	942	114	9	5	11	0.9	0.9	0.6	0	736	851	86.5	46	735	84	8	13	736	851	86.5	14969	3515	236	260	90.8	388	422	91.9	107	154	69.5	0.6	12	48	13	5	46	851	794	57	8	0	94	27	23	6	2	2	1	736	0	8	7	13	9	6	4	5	0	3	11	27.3	8	114	35	30.7	55	24	35	11	3	0	8	14	26	1	942	67	290	487	241	24	889	61.5	9	2	4048	2175	26	2	12	4	786	736	93.6	53	0	6	9	0	23	6	0	0	0	94	29	29	50	4	3	1	25	1.9	3	4	75	5	6.9	25.7	7	28.6	7	0	0	1	19.2	Chelsea	L	0	3	Sheffield Utd	0.9	1.9	75	4-3-3	2020
2020-07-14	Chelsea	4-3-3	1	2.4	2	0	Norwich City	4-1-4-1	0	0	2	0	1	1	0	22	6	2	0	914	166	13	2	15	2.4	2.4	2	2	722	818	88.3	54	678	82	11	14	722	818	88.3	15025	3794	236	262	90.1	351	376	93.4	119	148	80.4	2	17	65	19	7	54	818	781	37	9	1	67	24	19	8	1	3	3	722	0	7	3	15	13	8	4	3	6	2	15	13.3	13	166	64	38.6	26	76	64	15	2	0	13	15	9	0	914	44	183	489	286	51	878	78.6	11	0	3523	1899	14	12	11	14	802	722	90	71	0	12	13	0	19	8	0	0	0	106	17	14	54.8	0	0	0	NA	0	3	5	60	3	18.5	27.1	2	0	3	0	0	0	15	Chelsea	W	1	0	Norwich City	2.4	0	67	4-3-3	2020
2020-07-22	Liverpool	4-3-3	5	1.4	1	0	Chelsea	3-4-3	3	2.3	0	0	3	2	0	10	5	0	0	713	199	13	9	14	2.6	2.6	1.7	5	489	591	82.7	37	449	49	9	14	489	591	82.7	10837	3067	171	187	91.4	212	247	85.8	102	145	70.3	1.7	8	38	6	2	37	591	557	34	8	1	55	22	16	0	0	0	0	489	3	8	4	10	13	4	7	4	2	2	19	10.5	17	199	51	25.6	55	90	54	14	1	0	13	22	32	0	713	87	294	310	139	17	679	64.3	9	3	2222	1181	10	4	12	13	567	489	86.2	43	0	14	12	3	16	4	0	0	0	107	18	17	51.4	7	5	2	28.6	2.4	11	21	52.4	6	57.6	39	5	40	5	0	0	1	19	Chelsea	L	3	5	Liverpool	2.3	1.4	49	3-4-3	2020
2020-07-26	Chelsea	3-4-3	2	1.3	2	0	Wolverhampton Wanderers	3-4-3	0	0.2	3	0	2	1	0	11	3	2	0	804	145	33	6	15	1.3	1.3	1.2	3	544	655	83.1	39	548	46	5	12	544	655	83.1	10757	3594	203	226	89.8	246	272	90.4	86	130	66.2	1.2	8	35	7	2	39	655	603	52	16	3	79	14	8	3	2	1	0	544	3	7	4	17	33	15	14	15	4	2	11	18.2	9	145	57	39.3	38	76	31	15	2	0	13	39	27	0	804	72	255	429	162	22	753	41.7	5	0	2105	1101	14	4	14	19	632	544	86.1	50	0	12	18	3	8	15	0	0	0	116	24	23	51.1	1	0	1	100	0	9	15	60	5	44.1	35.9	6	0	2	0	0	0	9.7	Chelsea	W	2	0	Wolves	1.3	0.2	63	3-4-3	2020
2020-09-14	Brighton & Hove Albion	3-5-2	1	1.4	1	0	Chelsea	4-2-2-2	3	1.2	0	0	3	2	1	9	4	0	0	600	170	20	12	18	1.2	0.4	0.4	6	402	484	83.1	28	378	33	9	21	402	484	83.1	7964	2415	172	185	93	166	185	89.7	59	96	61.5	0.4	9	22	7	1	28	484	442	42	7	2	61	14	5	3	1	2	0	402	2	3	5	14	20	10	10	10	0	4	20	20	16	170	47	27.6	71	68	31	18	4	0	14	32	24	0	600	65	249	256	130	24	558	42.9	10	2	1908	1009	10	5	9	9	467	402	86.1	38	0	13	10	3	5	10	1	0	0	73	14	9	60.9	3	1	2	66.7	0.2	7	18	38.9	3	55.6	40.8	9	88.9	8	0	0	0	17	Chelsea	W	3	1	Brighton	1.2	1.4	47	4-2-2-2	2021
