ID	Home_Team	Home_Formation	Home_Score	Home_xG	Home_Yellow_Cards	Home_Red_Cards	Away_Team	Away_Formation	Away_Score	Away_xG	Away_Yellow_Cards	Away_Red_Cards	Gls	Ast	PK	Sh	SoT	CrdY	CrdR	Touches	Press	Tkl	Int	Blocks	xG_Expected	npxG_Expected	xA_Expected	GCA_SCA	Cmp_Passes	Att_Passes	Cmp_percent_Passes	Prog_Passes	Carries_Carries	Prog_Carries	Succ_Dribbles	Att_Dribbles	Cmp_Total	Att_Total	Cmp_percent_Total	TotDist_Total	PrgDist_Total	Cmp_Short	Att_Short	Cmp_percent_Short	Cmp_Medium	Att_Medium	Cmp_percent_Medium	Cmp_Long	Att_Long	Cmp_percent_Long	xA	KP	Final_Third	PPA	CrsPA	Prog	Att	Live_Pass_Types	Dead_Pass_Types	FK_Pass_Types	TB_Pass_Types	Press_Pass_Types	Sw_Pass_Types	Crs_Pass_Types	CK_Pass_Types	In_Corner_Kicks	Out_Corner_Kicks	Str_Corner_Kicks	Cmp_Outcomes	Off_Outcomes	Out_Outcomes	Int_Outcomes	Blocks_Outcomes	Tkl_Tackles	TklW_Tackles	Def.3rd_Tackles	Mid.3rd_Tackles	Att.3rd_Tackles	Tkl_Vs_Dribbles	Att_Vs_Dribbles	Tkl_percent_Vs_Dribbles	Past_Vs_Dribbles	Press_Pressures	Succ_Pressures	X_percent_Pressures	Def.3rd_Pressures	Mid.3rd_Pressures	Att.3rd_Pressures	Blocks_Blocks	Sh_Blocks	ShSv_Blocks	Pass_Blocks	Tkl.Int	Clr	Err	Touches_Touches	Def.Pen_Touches	Def.3rd_Touches	Mid.3rd_Touches	Att.3rd_Touches	Att.Pen_Touches	Live_Touches	Succ_percent_Dribbles	Player_NumPl_Dribbles	Megs_Dribbles	TotDist_Carries	PrgDist_Carries	Final_Third_Carries	CPA_Carries	Mis_Carries	Dis_Carries	Targ_Receiving	Rec_Receiving	Rec_percent_Receiving	Prog_Receiving	X2CrdY	Fls	Fld	Off	Crs	TklW	PKwon	PKcon	OG	Recov	Won_Aerial_Duels	Lost_Aerial_Duels	Won_percent_Aerial_Duels	SoTA_Shot_Stopping	GA_Shot_Stopping	Saves_Shot_Stopping	Save_percent_Shot_Stopping	PSxG_Shot_Stopping	Cmp_Launched	Att_Launched	Cmp_percent_Launched	Thr_Passes	Launch_percent_Passes	AvgLen_Passes	Att_Goal_Kicks	Launch_percent_Goal_Kicks	Opp_Crosses	Stp_Crosses	Stp_percent_Crosses	Player_NumOPA_Sweeper	AvgDist_Sweeper	Team.y	Result	GF	GA	Opponent	xG	xGA	Poss	Formation	MatchYear
2018-01-13	Chelsea	3-5-1-1	0	0.6	2	0	Leicester City	4-4-1-1	0	1.1	3	1	0	0	0	17	7	2	0	668	179	21	10	14	0.6	0.6	0.4	0	439	552	79.5	56	428	72	15	19	439	552	79.5	8676	2822	167	190	87.9	197	228	86.4	68	113	60.2	0.4	14	38	10	1	56	552	497	55	15	2	52	18	16	6	3	1	1	439	4	8	7	11	21	14	9	8	4	9	37	24.3	28	179	51	28.5	72	74	33	14	7	0	7	31	15	1	668	74	234	282	204	32	614	78.9	16	0	2486	1388	18	6	8	14	519	439	84.6	56	0	16	13	5	16	14	0	0	0	105	10	15	40	1	0	1	100	0.5	1	15	6.7	4	32	34.6	12	58.3	4	0	0	0	12.5	Chelsea	D	0	0	Leicester City	0.6	1.1	55	3-5-1-1	2018
2018-01-20	Brighton & Hove Albion	3-5-2	0	1.5	3	0	Chelsea	3-4-3	4	1.5	0	0	4	3	0	14	10	0	0	679	112	16	8	13	1.5	1.5	1.2	7	489	571	85.6	44	510	64	17	21	489	571	85.6	9560	2908	184	201	91.5	235	255	92.2	67	100	67	1.2	10	30	9	2	44	571	528	43	13	3	54	11	8	3	1	1	0	489	0	9	5	17	16	7	8	8	0	3	9	33.3	6	112	27	24.1	32	56	24	13	3	0	10	24	18	1	679	92	260	327	145	24	636	81	17	1	2402	1471	22	8	12	11	557	489	87.8	50	0	6	13	0	8	7	0	0	0	75	12	17	41.4	3	0	3	100	1.2	7	23	30.4	6	47.2	37.9	6	100	17	1	5.9	1	17.6	Chelsea	W	4	0	Brighton	1.5	1.5	58	3-4-3	2018
2018-01-31	Chelsea	3-4-3	0	1.3	1	0	Bournemouth	3-4-3	3	1.4	0	0	0	0	0	21	6	1	0	792	117	16	7	11	1.3	1.3	1.1	0	561	674	83.2	48	525	58	15	22	561	674	83.2	10882	3506	224	244	91.8	243	281	86.5	84	128	65.6	1.1	18	41	15	6	48	674	617	57	12	1	73	20	15	8	1	5	0	561	4	11	10	11	16	10	7	7	2	4	12	33.3	8	117	50	42.7	35	60	22	11	5	0	6	23	20	0	792	60	209	414	216	28	736	68.2	16	0	2854	1198	17	5	15	14	633	561	88.6	48	0	5	15	4	15	10	0	0	0	107	24	17	58.5	5	3	2	40	1.8	9	18	50	8	42.9	38.3	5	60	0	0	NA	2	15.9	Chelsea	L	0	3	Bournemouth	1.3	1.4	64	3-4-3	2018
2018-02-05	Watford	3-4-3	4	2	2	0	Chelsea	3-4-3	1	0.7	4	1	1	0	0	6	3	3	1	661	158	17	9	22	0.7	0.7	0.6	2	444	536	82.8	26	435	48	9	19	444	536	82.8	8619	2340	177	204	86.8	191	207	92.3	65	107	60.7	0.6	5	26	6	3	26	536	495	41	12	1	123	19	9	2	1	1	0	444	0	9	5	6	17	10	9	8	0	2	12	16.7	10	158	51	32.3	66	73	19	22	7	0	15	26	26	0	661	76	226	355	120	12	621	47.4	10	0	2437	1247	5	3	9	12	519	444	85.5	31	1	8	13	1	9	10	0	1	0	86	15	18	45.5	7	4	4	57.1	3.5	4	13	30.8	9	30.8	32.1	10	50	8	1	12.5	2	18	Chelsea	L	1	4	Watford	0.7	2	54	3-4-3	2018
2018-02-12	Chelsea	3-4-3	3	2.3	0	0	West Bromwich Albion	3-5-2	0	0.7	2	0	3	2	0	19	7	0	0	731	160	27	7	14	2.3	2.3	1.5	4	504	604	83.4	33	483	66	16	25	504	604	83.4	9431	3353	238	270	88.1	191	218	87.6	65	96	67.7	1.5	16	39	10	2	33	604	560	44	12	1	71	20	13	7	1	1	0	504	1	2	17	12	27	19	9	15	3	11	20	55	9	160	59	36.9	64	61	35	14	0	0	14	34	26	2	731	68	234	337	212	37	688	64	17	0	2558	1470	21	11	13	11	582	504	86.6	33	0	12	13	2	13	19	0	0	0	96	28	26	51.9	1	0	1	100	0.1	5	13	38.5	4	22.2	31	12	75	12	0	0	0	12.2	Chelsea	W	3	0	West Brom	2.3	0.7	57	3-4-3	2018
2018-02-25	Manchester United	4-4-2◆	2	1.4	2	0	Chelsea	3-4-3	1	1.3	2	0	1	1	0	13	6	2	0	700	155	25	8	16	1.4	1.4	1.3	2	488	587	83.1	37	477	54	10	21	488	587	83.1	9190	2805	204	229	89.1	213	241	88.4	61	96	63.5	1.3	12	29	5	0	37	587	548	39	13	2	121	14	10	4	1	1	0	488	6	8	12	10	25	16	15	10	0	2	11	18.2	9	155	46	29.7	65	69	21	16	2	0	14	33	16	0	700	65	235	355	167	25	663	47.6	10	1	2994	1667	15	10	12	8	552	488	88.4	41	0	16	16	6	10	16	0	0	0	99	15	21	41.7	5	2	3	60	2.4	2	6	33.3	8	18.8	29	5	0	12	3	25	0	11.7	Chelsea	L	1	2	Manchester Utd	1.3	1.4	56	3-4-3	2018
2018-03-04	Manchester City	4-3-3	1	0.7	2	0	Chelsea	3-4-3	0	0.2	1	0	0	0	0	3	0	1	0	504	132	16	5	19	0.2	0.2	0.1	0	327	420	77.9	15	278	21	8	14	327	420	77.9	6448	2094	132	150	88	146	176	83	46	81	56.8	0.1	2	9	4	0	15	420	376	44	10	0	81	8	5	2	1	0	0	327	1	8	7	8	16	11	11	4	1	4	15	26.7	11	132	35	26.5	78	46	8	19	6	1	13	21	17	1	504	102	270	209	55	8	462	57.1	8	0	1510	779	7	2	8	7	386	327	84.7	17	0	10	9	1	5	11	0	0	0	71	10	4	71.4	2	1	1	50	0.8	10	22	45.5	5	42.5	36.2	11	45.5	11	1	9.1	0	8.8	Chelsea	L	0	1	Manchester City	0.2	0.7	29	3-4-3	2018
2018-03-10	Chelsea	3-4-3	2	3.4	1	0	Crystal Palace	4-4-2	1	1.1	2	0	1	1	0	27	8	1	0	784	128	19	15	12	3.5	3.5	2.6	2	553	646	85.6	52	528	82	12	22	553	646	85.6	11148	3124	228	243	93.8	239	264	90.5	83	117	70.9	2.6	21	38	21	5	52	646	587	59	10	1	94	22	22	11	2	3	0	553	1	6	11	18	19	9	11	6	2	7	15	46.7	8	128	36	28.1	57	47	24	12	4	0	8	34	23	0	784	73	218	323	294	47	726	54.5	13	0	2746	1648	23	5	16	12	619	553	89.3	52	0	10	9	2	22	9	0	0	0	91	25	16	61	2	1	1	50	0.3	4	15	26.7	7	29.6	36.4	13	53.8	9	0	0	0	6.7	Chelsea	W	2	1	Crystal Palace	3.4	1.1	62	3-4-3	2018
2018-04-01	Chelsea	3-4-3	1	1.2	0	0	Tottenham Hotspur	4-2-3-1	3	1.1	1	0	1	1	0	14	4	0	0	657	103	26	20	6	1.2	1.2	1	2	410	529	77.5	32	337	52	12	16	410	529	77.5	8533	2875	150	182	82.4	180	216	83.3	69	104	66.3	1	10	29	13	3	32	529	477	52	14	1	29	21	17	5	1	2	0	410	4	7	18	20	26	18	10	11	5	2	9	22.2	7	103	30	29.1	29	58	16	6	2	0	4	46	25	0	657	59	222	316	160	31	609	75	13	2	1985	1101	14	6	18	15	520	410	78.8	32	0	9	15	4	17	18	0	0	0	94	13	12	52	7	3	4	57.1	2.5	8	13	61.5	5	34.8	32.4	8	62.5	6	0	0	0	15.8	Chelsea	L	1	3	Tottenham	1.2	1.1	48	3-4-3	2018
2018-04-08	Chelsea	3-4-3	1	2.2	0	0	West Ham United	3-4-3	1	0.4	1	0	1	1	0	23	6	0	0	764	143	16	16	18	2.2	2.2	2.2	2	537	634	84.7	59	438	78	11	17	537	634	84.7	10132	3685	209	237	88.2	253	283	89.4	62	91	68.1	2.2	22	51	15	4	59	634	588	46	12	1	62	13	19	10	1	5	0	537	2	7	22	9	16	15	6	9	1	2	12	16.7	10	143	49	34.3	44	65	34	18	4	0	14	32	19	0	764	51	194	361	262	55	722	64.7	11	2	2626	1653	22	10	17	12	605	537	88.8	59	0	9	12	2	19	15	0	0	0	98	27	9	75	2	1	1	50	0.8	7	11	63.6	8	32	32.8	3	100	7	0	0	1	15.9	Chelsea	D	1	1	West Ham	2.2	0.4	59	3-4-3	2018
2018-04-14	Southampton	3-4-3	2	1.3	5	0	Chelsea	3-4-3	3	1	3	0	3	2	0	17	5	3	0	702	158	13	19	15	1	1	0.8	4	468	587	79.7	44	502	63	12	16	468	587	79.7	8828	2804	190	217	87.6	220	259	84.9	52	89	58.4	0.8	14	28	8	2	44	587	531	56	14	0	115	13	17	7	1	2	2	468	1	9	19	16	13	6	8	3	2	3	7	42.9	4	158	42	26.6	60	63	35	15	1	0	14	32	11	0	702	55	219	288	230	22	649	75	13	0	2422	1346	17	5	16	8	528	468	88.6	44	0	15	14	2	17	6	0	0	0	106	27	13	67.5	7	2	5	71.4	2.1	2	9	22.2	11	31	35.6	4	0	9	2	22.2	0	9.8	Chelsea	W	3	2	Southampton	1	1.3	58	3-4-3	2018
2018-04-19	Burnley	4-4-2	1	0.4	1	0	Chelsea	3-5-2	2	1.7	0	0	1	1	0	16	5	0	0	770	132	10	14	14	1.7	1.7	1.5	2	548	651	84.2	49	510	63	13	22	548	651	84.2	10354	3286	226	252	89.7	232	262	88.5	77	114	67.5	1.5	14	28	17	2	49	651	611	40	11	5	70	10	13	2	1	0	0	548	1	9	11	12	10	6	6	3	1	3	10	30	7	132	37	28	39	74	19	14	0	0	14	24	33	0	770	69	308	348	170	36	731	59.1	15	1	2890	1623	19	9	17	4	608	548	90.1	49	0	11	10	1	13	6	0	0	0	96	34	25	57.6	2	1	1	50	1	5	14	35.7	10	31	34.5	4	25	5	0	0	1	14.3	Chelsea	W	2	1	Burnley	1.7	0.4	61	3-5-2	2018
2018-04-28	Swansea City	3-4-3	0	0.8	1	0	Chelsea	3-5-1-1	1	1.8	1	0	1	1	0	11	3	1	0	725	115	15	20	17	1.9	1.9	1.3	2	524	613	85.5	38	482	55	8	17	524	613	85.5	9923	3109	200	228	87.7	247	268	92.2	66	93	71	1.3	9	26	11	1	38	613	572	41	14	0	57	5	10	2	1	1	0	524	3	7	23	9	15	11	8	5	2	9	13	69.2	4	115	37	32.2	48	47	20	17	3	0	14	35	20	0	725	84	280	356	150	32	688	47.1	9	0	2557	1540	18	6	7	14	603	524	86.9	38	0	11	14	3	10	11	0	0	0	71	20	14	58.8	3	0	3	100	0.1	8	18	44.4	7	45.5	40	4	75	16	1	6.3	0	12.2	Chelsea	W	1	0	Swansea City	1.8	0.8	50	3-5-1-1	2018
2018-05-06	Chelsea	3-5-1-1	1	0.5	3	0	Liverpool	4-3-3	0	0.9	2	0	1	1	0	11	4	3	0	516	160	17	22	14	0.5	0.5	0.5	2	297	408	72.8	26	268	40	6	7	297	408	72.8	5701	2343	121	140	86.4	116	143	81.1	45	98	45.9	0.5	11	14	9	3	26	408	364	44	9	0	88	11	12	3	0	3	0	297	1	12	9	8	17	12	10	6	1	5	13	38.5	8	160	37	23.1	71	70	19	14	1	0	13	39	19	0	516	72	217	212	116	21	473	85.7	6	2	1711	903	11	6	8	11	369	297	80.5	26	0	14	9	2	12	12	0	0	0	67	24	25	49	6	0	6	100	0.5	9	25	36	1	76.2	56.5	11	81.8	15	2	13.3	0	8.7	Chelsea	W	1	0	Liverpool	0.5	0.9	34	3-5-1-1	2018
2018-05-09	Chelsea	3-4-3	1	2	0	0	Huddersfield Town	3-5-2	1	0.5	1	0	1	0	0	22	5	0	0	1015	130	18	12	8	2.1	2.1	0.8	0	754	880	85.7	98	722	113	14	25	754	880	85.7	14622	4709	269	306	87.9	325	352	92.3	120	156	76.9	0.8	15	93	26	2	98	880	826	54	12	1	93	27	21	9	3	2	2	754	2	5	27	17	18	14	6	6	6	6	9	66.7	3	130	70	53.8	20	54	56	8	0	0	8	30	13	0	1015	32	169	503	414	78	964	56	15	0	3789	2017	31	11	27	18	859	754	87.8	98	0	8	11	3	21	14	0	0	0	146	18	25	41.9	2	1	1	50	0.7	2	2	100	1	8	21	1	0	1	0	0	4	36.8	Chelsea	D	1	1	Huddersfield	2	0.5	78	3-4-3	2018
2018-05-13	Newcastle United	4-2-3-1	3	2.3	0	0	Chelsea	3-5-1-1	0	0.9	1	0	0	0	0	6	2	1	0	724	146	17	20	11	0.9	0.9	0.7	0	509	601	84.7	32	538	62	14	24	509	601	84.7	9498	2817	218	243	89.7	226	254	89	56	80	70	0.7	5	49	8	2	32	601	557	44	11	0	51	15	11	2	1	0	0	509	1	8	26	14	17	5	9	4	4	9	15	60	6	146	41	28.1	57	55	34	11	5	0	6	37	35	0	724	71	239	327	212	15	684	58.3	14	3	2976	1515	17	2	10	13	584	509	87.2	32	0	10	13	2	11	5	0	0	0	79	29	11	72.5	7	3	4	57.1	2.6	7	12	58.3	4	40	36.8	7	57.1	11	0	0	1	13.4	Chelsea	L	0	3	Newcastle Utd	0.9	2.3	57	3-5-1-1	2018
2018-08-11	Huddersfield Town	3-5-1-1	0	0.3	2	0	Chelsea	4-3-3	3	2	1	0	3	2	1	12	3	1	0	818	122	15	6	11	2	1.2	0.9	6	609	698	87.2	42	550	53	22	28	609	698	87.2	11468	3492	257	284	90.5	266	289	92	78	108	72.2	0.9	8	44	6	2	42	698	648	50	8	1	94	16	6	5	1	2	1	609	1	6	21	8	15	8	8	7	0	9	15	60	6	122	35	28.7	38	60	24	11	1	0	10	21	22	0	818	78	235	431	207	22	767	78.6	25	1	2593	1447	24	7	15	27	677	609	90	42	0	13	13	1	6	8	1	0	0	86	16	23	41	2	0	2	100	0.4	5	16	31.3	1	30.3	30.1	6	100	17	1	5.9	1	19.3	Chelsea	W	3	0	Huddersfield	2	0.3	63	4-3-3	2019
2018-08-18	Chelsea	4-3-3	3	2.6	0	0	Arsenal	4-2-3-1	2	2.1	2	0	3	3	0	23	11	0	0	845	103	12	10	12	2.6	2.6	2.4	6	654	748	87.4	46	632	76	11	15	654	748	87.4	11813	3411	305	327	93.3	257	288	89.2	82	115	71.3	2.4	18	63	9	3	46	748	698	50	11	4	104	19	17	5	1	1	0	654	3	11	18	9	12	8	5	6	1	5	13	38.5	8	103	31	30.1	22	43	38	12	3	0	9	22	15	0	845	56	217	460	223	26	797	73.3	11	0	3127	1617	18	9	7	12	718	654	91.1	46	0	12	12	3	17	8	0	0	0	81	16	8	66.7	6	2	4	66.7	1.7	5	13	38.5	5	34.6	33.7	10	40	7	0	0	0	4	Chelsea	W	3	2	Arsenal	2.6	2.1	62	4-3-3	2019
2018-08-26	Newcastle United	3-4-3	1	0.2	3	0	Chelsea	4-3-3	2	1.5	1	0	1	0	1	14	2	1	0	1062	89	14	8	10	1.5	0.7	0.6	2	860	952	90.3	52	738	98	16	17	860	952	90.3	13246	3368	489	519	94.2	287	316	90.8	56	75	74.7	0.6	11	72	14	0	52	952	902	50	17	1	140	13	16	5	1	2	1	860	1	6	25	14	14	11	6	3	5	5	9	55.6	4	89	39	43.8	27	33	29	10	3	0	7	22	28	0	1062	50	191	435	496	37	1014	94.1	17	0	3550	1905	33	2	7	15	936	860	91.9	52	0	10	19	2	16	11	1	0	0	84	15	13	53.6	2	1	1	50	0.3	1	2	50	3	0	20.7	6	33.3	8	0	0	1	26	Chelsea	W	2	1	Newcastle Utd	1.5	0.2	80	4-3-3	2019
2018-09-01	Chelsea	4-3-3	2	1.2	2	0	Bournemouth	3-4-3	0	0.8	2	0	2	2	0	25	6	2	0	866	168	13	17	10	1.2	1.2	0.9	4	639	736	86.8	51	598	73	17	21	639	736	86.8	11962	3551	274	296	92.6	287	315	91.1	72	110	65.5	0.9	19	49	15	1	51	736	690	46	6	0	80	12	20	7	4	1	0	639	1	8	24	10	13	5	9	4	0	10	17	58.8	7	168	55	32.7	62	64	42	10	1	0	9	30	31	0	866	64	232	413	280	43	820	81	17	0	2953	1733	21	12	15	12	713	639	89.6	51	0	10	8	2	20	5	0	0	0	97	21	14	60	1	0	1	100	0	10	13	76.9	4	29.4	27.8	13	61.5	7	0	0	0	14.5	Chelsea	W	2	0	Bournemouth	1.2	0.8	71	4-3-3	2019
2018-09-15	Chelsea	4-3-3	4	2.5	0	0	Cardiff City	4-4-1-1	1	0.6	0	0	4	2	1	17	6	0	0	909	117	11	16	11	2.5	1.8	1.5	6	698	790	88.4	62	551	84	7	12	698	790	88.4	12773	3649	322	350	92	267	291	91.8	87	114	76.3	1.5	14	62	11	2	62	790	752	38	8	2	87	25	8	5	3	1	0	698	0	7	34	6	11	10	4	6	1	2	11	18.2	9	117	43	36.8	35	48	34	11	0	0	11	27	28	0	909	64	212	506	260	28	873	58.3	7	1	3359	2027	22	9	15	11	780	698	89.5	62	0	9	13	0	8	10	1	0	0	92	13	30	30.2	2	1	1	50	0.9	6	10	60	5	20.8	27.8	8	62.5	4	1	25	0	14.6	Chelsea	W	4	1	Cardiff City	2.5	0.6	76	4-3-3	2019
2018-09-23	West Ham United	4-3-3	0	0.7	2	0	Chelsea	4-3-3	0	1.4	1	0	0	0	0	18	7	1	0	903	107	10	20	10	1.4	1.4	0.8	0	694	806	86.1	77	726	89	17	27	694	806	86.1	12864	4125	306	329	93	302	346	87.3	80	108	74.1	0.8	15	86	16	4	77	806	754	52	11	1	95	18	18	8	2	4	0	694	3	7	21	19	10	6	3	3	4	1	11	9.1	10	107	32	29.9	25	49	33	10	1	0	9	30	10	0	903	45	145	498	321	34	855	63	19	0	2815	1807	27	7	7	11	803	694	86.4	77	0	9	13	3	18	6	0	0	0	94	11	9	55	1	0	1	100	0.2	3	6	50	2	23.5	28.8	10	20	8	1	12.5	0	14	Chelsea	D	0	0	West Ham	1.4	0.7	71	4-3-3	2019
2018-09-29	Chelsea	4-3-3	1	1.8	0	0	Liverpool	4-3-3	1	1.5	2	0	1	1	0	10	4	0	0	702	175	12	30	16	1.8	1.8	1.6	2	490	589	83.2	20	486	30	5	10	490	589	83.2	9115	3259	217	245	88.6	209	245	85.3	55	82	67.1	1.6	8	29	3	1	20	589	544	45	11	3	97	11	7	4	2	1	0	490	1	4	21	11	12	7	8	4	0	3	9	33.3	6	175	46	26.3	71	78	26	16	4	2	12	42	18	0	702	84	322	288	127	17	659	50	5	0	2053	969	7	6	14	9	556	490	88.1	20	0	10	10	2	7	7	0	0	0	67	15	12	55.6	4	1	3	75	1.1	6	14	42.9	2	34.4	34.5	13	23.1	13	1	7.7	0	12.4	Chelsea	D	1	1	Liverpool	1.8	1.5	47	4-3-3	2019
2018-10-07	Southampton	3-4-3	0	1.4	6	0	Chelsea	4-3-3	3	2.6	0	0	3	3	0	21	6	0	0	817	158	10	13	13	2.7	2.7	1.6	5	610	699	87.3	60	560	65	8	13	610	699	87.3	11098	3709	283	307	92.2	249	274	90.9	73	100	73	1.6	15	46	19	0	60	699	640	59	13	2	81	14	12	12	6	6	0	610	0	7	23	11	10	6	1	6	3	8	12	66.7	4	158	37	23.4	51	68	39	13	3	0	10	23	12	0	817	51	162	403	296	49	758	61.5	8	0	2328	1232	19	6	12	21	657	610	92.8	60	0	11	16	0	12	6	0	0	0	77	16	13	55.2	6	0	5	100	0.5	6	10	60	2	23.1	26.8	8	50	5	0	0	1	22.5	Chelsea	W	3	0	Southampton	2.6	1.4	64	4-3-3	2019
2018-10-20	Chelsea	4-3-3	2	1.9	2	0	Manchester United	4-2-3-1	2	0.6	5	0	2	1	0	22	6	2	0	785	142	16	27	10	2.2	2.2	1	2	563	656	85.8	46	578	70	11	20	563	656	85.8	9701	3340	273	298	91.6	220	240	91.7	58	96	60.4	1	17	51	10	2	46	656	603	53	17	0	110	11	13	5	3	2	0	563	2	8	14	8	16	7	9	7	0	2	16	12.5	14	142	46	32.4	39	73	30	10	0	0	10	43	11	0	785	80	223	379	242	38	733	55	12	0	2998	1800	21	9	9	19	584	563	96.4	46	0	11	19	2	13	7	0	0	0	69	13	15	46.4	4	2	2	50	1.3	2	5	40	5	8.7	25	5	60	2	1	50	1	14.5	Chelsea	D	2	2	Manchester Utd	1.9	0.6	62	4-3-3	2019
2018-10-28	Burnley	4-4-1-1	0	0.5	4	0	Chelsea	4-3-3	4	2.7	2	0	4	3	0	24	8	2	0	912	94	13	10	9	2.7	2.7	2.1	7	734	814	90.2	29	702	44	9	17	734	814	90.2	12640	3940	371	392	94.6	289	312	92.6	64	92	69.6	2.1	18	33	8	2	29	814	767	47	19	3	96	18	4	4	0	2	1	734	0	11	20	11	13	6	7	5	1	5	9	55.6	4	94	22	23.4	25	47	22	9	3	0	6	23	18	0	912	62	282	517	160	26	868	52.9	10	0	3038	1384	19	7	6	2	783	734	93.7	29	0	9	15	0	4	6	0	0	0	76	17	14	54.8	1	0	1	100	0	6	9	66.7	3	17.9	26.4	6	66.7	11	0	0	1	85	Chelsea	W	4	0	Burnley	2.7	0.5	69	4-3-3	2019
2018-11-04	Chelsea	4-3-3	3	1.8	0	0	Crystal Palace	4-4-2	1	0.6	1	0	3	3	0	15	6	0	0	1007	130	18	9	7	1.8	1.8	1.8	5	827	919	90	41	856	102	10	18	827	919	90	15666	4230	337	369	91.3	364	390	93.3	115	142	81	1.8	15	68	11	2	41	919	873	46	14	2	65	30	14	4	0	3	0	827	4	9	15	15	18	16	8	8	2	4	16	25	12	130	57	43.8	34	68	28	7	3	0	4	27	8	0	1007	66	240	552	277	25	964	55.6	12	2	3481	1912	30	2	13	17	898	827	92.1	41	0	6	18	6	14	16	0	0	0	88	12	12	50	2	1	1	50	0.5	3	5	60	4	17.2	26.4	4	0	5	0	0	2	19	Chelsea	W	3	1	Crystal Palace	1.8	0.6	72	4-3-3	2019
2018-11-11	Chelsea	4-3-3	0	1	4	0	Everton	4-2-3-1	0	0.5	3	0	0	0	0	15	3	4	0	834	93	20	12	11	1	1	0.8	0	632	735	86	64	644	62	7	12	632	735	86	11333	3397	300	326	92	250	274	91.2	70	114	61.4	0.8	11	51	9	1	64	735	680	55	16	2	82	20	14	5	1	2	1	632	4	15	19	6	20	15	5	10	5	8	16	50	8	93	40	43	23	41	29	11	2	0	9	32	6	0	834	52	204	484	201	19	781	58.3	7	1	3128	1873	9	1	16	10	675	632	93.6	64	0	10	14	5	14	15	0	0	0	84	10	12	45.5	1	0	1	100	0.1	3	4	75	5	0	22.7	10	40	3	0	0	0	16.8	Chelsea	D	0	0	Everton	1	0.5	68	4-3-3	2019
2018-11-24	Tottenham Hotspur	4-4-2◆	3	2.5	0	0	Chelsea	4-3-3	1	0.8	3	0	1	1	0	13	2	3	0	706	105	17	21	12	0.8	0.8	0.5	2	484	581	83.3	44	471	57	8	12	484	581	83.3	9171	3459	210	241	87.1	181	211	85.8	78	107	72.9	0.5	9	33	14	5	44	581	523	58	21	0	57	22	16	4	3	1	0	484	5	7	19	8	17	13	8	7	2	4	16	25	12	105	33	31.4	42	35	28	12	4	0	8	38	10	0	706	56	206	377	185	31	651	66.7	9	1	2456	1321	20	3	22	19	543	484	89.1	44	0	13	19	5	16	13	0	0	0	92	17	14	54.8	9	3	6	66.7	2.8	8	11	72.7	5	31.8	35.3	9	44.4	9	0	0	0	13.7	Chelsea	L	1	3	Tottenham	0.8	2.5	60	4-3-3	2019
2018-12-02	Chelsea	4-3-3	2	1.8	2	0	Fulham	4-4-2◆	0	0.3	1	0	2	2	0	16	9	2	0	869	111	17	16	11	1.8	1.8	1.2	4	658	747	88.1	53	665	70	8	18	658	747	88.1	12338	3450	312	333	93.7	243	279	87.1	94	120	78.3	1.2	8	34	8	0	53	747	696	51	15	0	90	31	14	4	1	1	0	658	0	12	16	7	17	8	6	5	6	7	12	58.3	5	111	23	20.7	27	50	34	11	1	0	10	33	24	0	869	80	278	460	194	23	822	44.4	9	1	3103	1873	21	3	13	14	731	658	90	53	0	9	18	0	14	8	0	0	0	82	20	12	62.5	4	0	4	100	0.3	9	11	81.8	1	27.3	31.6	9	22.2	7	0	0	0	17.5	Chelsea	W	2	0	Fulham	1.8	0.3	65	4-3-3	2019
2018-12-05	Wolverhampton Wanderers	3-2-2-2-1	2	1.1	4	0	Chelsea	4-1-4-1	1	1.3	4	0	1	1	0	17	3	4	0	834	143	12	10	8	1.3	1.3	1.1	2	623	720	86.5	53	639	64	8	15	623	720	86.5	11772	3531	234	259	90.3	308	343	89.8	73	100	73	1.1	13	39	8	2	53	720	662	58	20	3	63	14	11	5	0	0	0	623	0	7	17	13	12	10	8	4	0	1	9	11.1	8	143	48	33.6	38	65	40	8	1	0	7	22	15	1	834	56	233	453	206	22	775	53.3	9	1	3011	1657	18	7	11	12	695	623	89.6	59	0	11	21	0	11	10	0	0	0	95	13	13	50	2	2	0	0	1.1	6	10	60	4	29.6	30.2	6	33.3	9	1	11.1	1	20.8	Chelsea	L	1	2	Wolves	1.3	1.1	69	4-1-4-1	2019
